000/IMG_0000_1.tif,41.949366,1.533295,809.568970,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,134971.442421
000/IMG_0001_1.tif,41.949404,1.533395,809.538025,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,134974.441545
000/IMG_0002_1.tif,41.949917,1.531397,806.306030,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135061.600416
000/IMG_0003_1.tif,41.949492,1.533615,808.900024,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135069.414395
000/IMG_0004_1.tif,41.950005,1.531596,806.807007,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135072.413549
000/IMG_0005_1.tif,41.950039,1.531699,807.031982,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135073.200413
000/IMG_0006_1.tif,41.950078,1.531828,807.159973,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135075.400413
000/IMG_0007_1.tif,41.949649,1.534061,809.031006,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135077.400412
000/IMG_0008_1.tif,41.950162,1.532042,807.310974,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135079.600411
000/IMG_0009_1.tif,41.950209,1.532150,807.484009,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135081.600411
000/IMG_0010_1.tif,41.950255,1.532259,807.737000,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135082.600411
000/IMG_0011_1.tif,41.950299,1.532365,807.848999,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135084.600410
000/IMG_0012_1.tif,41.950346,1.532483,807.744995,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135086.600409
000/IMG_0013_1.tif,41.950384,1.532596,807.757019,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135088.600409
000/IMG_0014_1.tif,41.950421,1.532716,807.687012,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135090.800408
000/IMG_0015_1.tif,41.949995,1.534968,809.164978,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135091.800408
000/IMG_0016_1.tif,41.950037,1.535080,809.174988,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135093.800407
000/IMG_0017_1.tif,41.950080,1.535192,809.213989,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135095.800407
000/IMG_0018_1.tif,41.950121,1.535304,809.346008,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135097.406468
000/IMG_0019_1.tif,41.950130,1.535433,809.176025,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135099.200406
000/IMG_0020_1.tif,41.950066,1.535524,808.585999,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135101.400405
000/IMG_0021_1.tif,41.950699,1.533539,808.629028,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135103.600405
000/IMG_0022_1.tif,41.950727,1.533643,808.648010,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135104.600404
000/IMG_0023_1.tif,41.950754,1.533764,808.491028,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135106.600404
000/IMG_0024_1.tif,41.950777,1.533886,808.463989,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135108.800403
000/IMG_0025_1.tif,41.950802,1.534008,808.549988,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135109.800403
000/IMG_0026_1.tif,41.949780,1.534942,808.828003,0.0000000,0.0000000,0.000000,0.0000000,0.000000,1971,135111.800402
